Branch_ID,Dealer_ID,Model_ID,Revenue,Units_Sold,Date_ID,Day,Month,Year,Branch_Name,Dealer_Name,Product_Name
BR3970,DLR2783,Honda-M447,13453256,10,DT00993,24,3,2020,Messerschmitt Motors,Volvo Cars,Honda
BR4838,DLR3769,Infinity-M54,18993357,2,DT00994,27,10,2017,Subaru Motors,Deccan Motors,Honda
BR4590,DLR9755,Cadillac-M142,8803536,4,DT00995,11,5,2018,Wiesmann Motors,Porsche Center,Infinity
BR8094,DLR6986,Tata-M354,13601380,7,DT00996,30,7,2019,Subaru Motors,Deccan Motors,Volvo
BR9080,DLR7761,Renault-M166,11941876,7,DT00997,10,5,2019,Porsche Center,Deccan Motors,Cadillac
BR9228,DLR6405,Renault-M465,5976683,7,DT00998,18,3,2019,Subaru Motors,Wiesmann Motors,Tata
BR1910,DLR2243,Volvo-M89,18493059,10,DT00999,22,2,2020,Tesla Dealers,Saab Motors,Tesla
BR0602,DLR8468,BMW-M48,13835121,6,DT01000,31,11,2018,Subaru Motors,Jaguar Land Rover,Honda
BR2673,DLR0505,Cadillac-M232,19453460,6,DT01001,5,11,2020,Deccan Motors,Jaguar Land Rover,Tata
BR6973,DLR1492,Volvo-M272,18967321,7,DT01002,21,8,2017,Subaru Motors,Wiesmann Motors,BMW
BR9671,DLR5373,Infinity-M61,11211839,6,DT01003,22,12,2017,Infinity Motors,Jaguar Land Rover,Land Rover
BR0198,DLR7870,Tesla-M321,15389224,9,DT01004,2,5,2018,Wiesmann Motors,Deccan Motors,Cadillac
BR1556,DLR5143,Renault-M73,13819206,9,DT01005,9,4,2020,Infinity Motors,Lexus Motors,Hyundai
BR7848,DLR8431,Honda-M99,11236312,4,DT01006,18,1,2019,Jaguar Land Rover,Infinity Motors,Land Rover
BR2444,DLR7704,Tesla-M305,19368636,5,DT01007,5,3,2018,Jaguar Land Rover,Jaguar Land Rover,Land Rover
BR2984,DLR1160,Land Rover-M161,8468017,10,DT01008,22,9,2018,AC Cars Motors,Lexus Motors,Renault
BR8541,DLR4542,Renault-M385,12005845,3,DT01009,21,8,2018,Wiesmann Motors,Saab Motors,Infinity
BR2742,DLR8579,BMW-M460,5107380,9,DT01010,1,11,2019,Porsche Center,Saab Motors,Infinity
BR9631,DLR9205,Renault-M346,15379278,1,DT01011,3,8,2020,Jaguar Land Rover,Infinity Motors,Land Rover
BR3225,DLR5969,Volvo-M181,19105618,2,DT01012,26,3,2020,Subaru Motors,Jaguar Land Rover,Cadillac
BR8355,DLR3635,Land Rover-M440,16939694,1,DT01013,23,7,2020,Porsche Center,Saab Motors,Hyundai
BR0601,DLR0231,Jaguar-M414,19961819,3,DT01014,2,6,2018,Subaru Motors,Messerschmitt Motors,Porsche
BR3095,DLR9344,Jaguar-M309,10798886,6,DT01015,20,2,2017,Infinity Motors,Tesla Dealers,Porsche
BR0313,DLR3446,Renault-M124,8340566,7,DT01016,7,11,2017,AC Cars Motors,Messerschmitt Motors,Renault
BR6623,DLR9184,Jaguar-M148,6088154,1,DT01017,4,10,2017,Jaguar Land Rover,Subaru Motors,Volvo
BR4055,DLR0586,Honda-M51,15442056,6,DT01018,20,2,2018,Infinity Motors,Deccan Motors,Land Rover
BR4029,DLR5158,Tesla-M189,14065143,3,DT01019,30,6,2019,Tesla Dealers,Saab Motors,Honda
BR7091,DLR9241,Jaguar-M119,8055214,3,DT01020,1,10,2018,Subaru Motors,Lexus Motors,Porsche
BR1699,DLR9063,Tesla-M460,13100400,5,DT01021,17,6,2017,Lexus Motors,AC Cars Motors,Tata
BR6917,DLR4152,Renault-M372,16323421,8,DT01022,1,5,2019,Saab Motors,Jaguar Land Rover,Honda
BR3691,DLR1688,Tesla-M391,14323259,3,DT01023,10,8,2017,Subaru Motors,Saab Motors,Jaguar
BR8462,DLR3270,Infinity-M428,15209976,6,DT01024,20,6,2019,Jaguar Land Rover,Wiesmann Motors,Cadillac
BR9583,DLR0018,Cadillac-M497,5504316,5,DT01025,20,8,2019,AC Cars Motors,Wiesmann Motors,Jaguar
BR5578,DLR5619,Porsche-M83,19447108,3,DT01026,9,8,2020,Infinity Motors,Saab Motors,Land Rover
BR5834,DLR9146,Land Rover-M451,9337309,5,DT01027,18,10,2018,Saab Motors,Deccan Motors,Jaguar
BR1478,DLR1938,Tata-M375,7902711,2,DT01028,25,6,2017,Volvo Cars,Messerschmitt Motors,BMW
BR3446,DLR7015,Tata-M354,6288560,7,DT01029,26,7,2019,Tesla Dealers,Tesla Dealers,Hyundai
BR7187,DLR1324,Tata-M133,19647850,2,DT01030,29,10,2018,Porsche Center,Infinity Motors,Land Rover
BR2181,DLR4958,Infinity-M346,11454429,4,DT01031,25,5,2019,Deccan Motors,Subaru Motors,Tesla
BR2841,DLR2501,Cadillac-M176,11846587,3,DT01032,28,9,2020,Tesla Dealers,Lexus Motors,Jaguar
BR9250,DLR7922,BMW-M131,6825379,1,DT01033,18,11,2020,Tesla Dealers,Infinity Motors,Renault
BR9891,DLR6980,Land Rover-M374,5799245,9,DT01034,14,3,2020,Tesla Dealers,Tesla Dealers,Hyundai
BR0064,DLR9921,Renault-M272,10131960,7,DT01035,2,11,2020,Tesla Dealers,Porsche Center,Honda
BR7349,DLR3562,Volvo-M159,9551689,8,DT01036,17,7,2018,Jaguar Land Rover,Wiesmann Motors,Volvo
BR3147,DLR9877,Cadillac-M371,14843047,5,DT01037,23,10,2020,AC Cars Motors,Wiesmann Motors,Honda
BR3674,DLR7922,Porsche-M478,13952905,2,DT01038,11,12,2017,Infinity Motors,Jaguar Land Rover,Volvo
BR3242,DLR9757,Renault-M234,9847739,3,DT01039,10,3,2017,Porsche Center,Tesla Dealers,Infinity
BR0688,DLR2800,Hyundai-M250,6288678,4,DT01040,4,4,2019,Wiesmann Motors,Porsche Center,Honda
BR0584,DLR0146,Volvo-M407,11361902,4,DT01041,4,7,2018,AC Cars Motors,Infinity Motors,Tata
BR9120,DLR8893,Tesla-M344,18216158,9,DT01042,30,5,2018,Wiesmann Motors,Subaru Motors,Infinity
BR7970,DLR3902,Infinity-M35,8845780,6,DT01043,14,6,2018,Saab Motors,Subaru Motors,Infinity
BR1290,DLR4150,Honda-M108,8629536,2,DT01044,16,9,2019,Tesla Dealers,Jaguar Land Rover,Porsche
BR6023,DLR4275,Hyundai-M77,16828844,6,DT01045,10,6,2017,AC Cars Motors,Infinity Motors,Hyundai
BR9885,DLR3819,Jaguar-M280,6817532,5,DT01046,19,5,2019,Wiesmann Motors,Lexus Motors,Infinity
BR2978,DLR8066,Tata-M208,9862463,10,DT01047,9,2,2018,Lexus Motors,Deccan Motors,Land Rover
BR6422,DLR7316,Tesla-M363,15866330,5,DT01048,23,4,2017,Lexus Motors,Tesla Dealers,Land Rover
BR9406,DLR5403,Hyundai-M314,18207024,6,DT01049,18,8,2017,Saab Motors,Porsche Center,Renault
BR7208,DLR3079,Volvo-M67,9101515,10,DT01050,3,3,2017,Jaguar Land Rover,Wiesmann Motors,Volvo
BR8774,DLR5585,Honda-M325,16572206,5,DT01051,6,5,2017,Saab Motors,Lexus Motors,Infinity
BR3064,DLR9050,Porsche-M327,10658800,10,DT01052,25,5,2017,Saab Motors,Wiesmann Motors,Tata
BR6216,DLR7861,Tata-M82,13975606,4,DT01053,4,9,2018,Infinity Motors,Jaguar Land Rover,Renault
BR5313,DLR8150,Renault-M131,10290310,1,DT01054,19,1,2019,Lexus Motors,Lexus Motors,Land Rover
BR1946,DLR1192,Tesla-M450,6179476,8,DT01055,27,8,2017,Deccan Motors,Infinity Motors,BMW
BR3296,DLR3232,Cadillac-M342,8708151,2,DT01056,5,10,2020,Jaguar Land Rover,Saab Motors,Land Rover
BR2616,DLR0981,Tesla-M53,17182335,4,DT01057,27,5,2017,Deccan Motors,Messerschmitt Motors,BMW
BR1052,DLR4524,Renault-M91,12577046,5,DT01058,9,9,2017,Deccan Motors,Saab Motors,Jaguar
BR8634,DLR1751,Honda-M135,15179037,5,DT01059,11,6,2019,Lexus Motors,Jaguar Land Rover,Honda
BR8804,DLR7307,BMW-M100,18795385,8,DT01060,16,7,2017,Porsche Center,Tesla Dealers,Volvo
BR0094,DLR8293,Infinity-M321,5783366,8,DT01061,1,12,2018,Wiesmann Motors,Jaguar Land Rover,Land Rover
BR6228,DLR8476,Cadillac-M130,12648293,7,DT01062,22,3,2017,Messerschmitt Motors,Jaguar Land Rover,Honda
BR8075,DLR4077,Jaguar-M101,14242992,2,DT01063,28,7,2017,Jaguar Land Rover,Tesla Dealers,Jaguar
BR8802,DLR5189,Infinity-M275,9085254,9,DT01064,30,5,2018,Subaru Motors,Messerschmitt Motors,Porsche
BR5341,DLR0008,BMW-M422,8023378,9,DT01065,7,6,2018,Infinity Motors,Jaguar Land Rover,Volvo
BR6319,DLR9782,Honda-M287,6985818,10,DT01066,18,1,2019,Lexus Motors,Wiesmann Motors,Hyundai
BR0460,DLR6405,Honda-M19,7735689,3,DT01067,30,3,2017,Porsche Center,Porsche Center,Tesla
BR0883,DLR8799,Cadillac-M447,17972216,1,DT01068,28,12,2019,Deccan Motors,Volvo Cars,Honda
BR4048,DLR0261,Renault-M365,13608768,8,DT01069,22,12,2017,Subaru Motors,Porsche Center,Land Rover
BR1301,DLR9339,Tata-M157,14682225,6,DT01070,25,2,2020,Lexus Motors,Volvo Cars,Renault
BR1894,DLR8336,Hyundai-M441,14853306,1,DT01071,27,12,2019,Volvo Cars,Deccan Motors,Tata
BR7661,DLR8783,BMW-M381,6676322,10,DT01072,22,8,2018,Infinity Motors,Porsche Center,Cadillac
BR1386,DLR9711,Porsche-M9,8745690,2,DT01073,27,5,2020,Tesla Dealers,Saab Motors,Porsche
BR8034,DLR1836,Volvo-M132,12848486,10,DT01074,4,4,2018,Wiesmann Motors,Subaru Motors,BMW
BR7271,DLR8569,Cadillac-M245,8428722,6,DT01075,12,12,2020,Lexus Motors,Subaru Motors,Infinity
BR0562,DLR5501,Infinity-M290,12180502,9,DT01076,20,12,2019,Jaguar Land Rover,Messerschmitt Motors,Jaguar
BR5528,DLR7827,Cadillac-M423,5932288,8,DT01077,10,11,2017,AC Cars Motors,Porsche Center,Jaguar
BR7261,DLR5706,Hyundai-M262,18887866,5,DT01078,26,1,2019,Jaguar Land Rover,Tesla Dealers,Renault
BR4376,DLR2609,Tesla-M223,8927939,5,DT01079,11,8,2018,Jaguar Land Rover,Lexus Motors,Tata
BR3992,DLR3024,Jaguar-M189,11993144,6,DT01080,16,11,2018,Lexus Motors,Jaguar Land Rover,Land Rover
BR6857,DLR1541,Infinity-M239,10969882,8,DT01081,30,4,2017,AC Cars Motors,AC Cars Motors,Tesla
BR3099,DLR2957,Tata-M148,18139793,10,DT01082,28,12,2017,Tesla Dealers,AC Cars Motors,Volvo
BR1338,DLR2826,Tata-M288,11561933,2,DT01083,5,1,2020,Volvo Cars,Saab Motors,Infinity
BR1351,DLR2390,Renault-M156,19660810,4,DT01084,6,4,2020,Volvo Cars,Porsche Center,Jaguar
BR6175,DLR5717,Renault-M75,8589244,9,DT01085,28,11,2020,Volvo Cars,Volvo Cars,Cadillac
BR7083,DLR8223,Jaguar-M347,17983289,2,DT01086,30,9,2019,Porsche Center,Jaguar Land Rover,BMW
BR2597,DLR2212,Volvo-M441,18422245,5,DT01087,19,6,2018,Volvo Cars,Saab Motors,Tata
BR5009,DLR4731,Porsche-M452,13844767,1,DT01088,9,1,2018,Subaru Motors,Saab Motors,Porsche
BR4689,DLR4425,Jaguar-M94,12622455,6,DT01089,27,3,2018,Deccan Motors,Volvo Cars,Jaguar
BR3901,DLR6024,Honda-M381,6377511,1,DT01090,2,7,2017,Subaru Motors,Saab Motors,Jaguar
BR5530,DLR4018,Hyundai-M86,7417067,6,DT01091,18,1,2018,AC Cars Motors,Porsche Center,Cadillac
BR0514,DLR0978,Infinity-M129,18940483,10,DT01092,31,1,2020,Messerschmitt Motors,Porsche Center,Volvo
BR0066,DLR7371,Renault-M67,19055368,10,DT01093,29,10,2018,AC Cars Motors,Infinity Motors,Hyundai
BR8769,DLR7500,Land Rover-M472,18561122,8,DT01094,28,12,2018,Porsche Center,AC Cars Motors,Tesla
BR5588,DLR2327,Cadillac-M445,7790831,10,DT01095,21,10,2019,Subaru Motors,Jaguar Land Rover,Honda
BR2164,DLR8577,Jaguar-M166,7352306,4,DT01096,7,3,2017,Volvo Cars,Lexus Motors,Jaguar
BR1374,DLR3161,Volvo-M141,14654918,7,DT01097,12,12,2017,Volvo Cars,Infinity Motors,Tata
BR4153,DLR7547,Renault-M461,10060784,1,DT01098,23,12,2020,Wiesmann Motors,Messerschmitt Motors,Honda
BR5102,DLR2073,Hyundai-M205,13013452,1,DT01099,12,3,2018,Infinity Motors,Wiesmann Motors,Renault
BR8437,DLR4428,Tesla-M237,16696703,2,DT01100,17,7,2019,Subaru Motors,Subaru Motors,Porsche
BR6238,DLR9078,Honda-M356,8241278,4,DT01101,9,3,2019,Deccan Motors,Wiesmann Motors,BMW
BR9317,DLR1224,Jaguar-M168,14302426,1,DT01102,13,6,2018,Saab Motors,Wiesmann Motors,Tesla
BR4880,DLR6290,Volvo-M308,18838237,3,DT01103,4,12,2020,Lexus Motors,Saab Motors,Tesla
BR8528,DLR4133,Volvo-M23,7476414,7,DT01104,5,7,2017,Tesla Dealers,Saab Motors,Volvo
BR0892,DLR1337,Porsche-M381,19551363,6,DT01105,22,11,2019,Deccan Motors,Porsche Center,BMW
BR0271,DLR9621,Infinity-M396,8769042,2,DT01106,20,2,2018,Jaguar Land Rover,Subaru Motors,Tata
BR8838,DLR5380,Jaguar-M22,12410507,3,DT01107,10,8,2020,Lexus Motors,Subaru Motors,Renault
BR2229,DLR8254,Renault-M386,15831146,6,DT01108,3,4,2018,Tesla Dealers,Subaru Motors,Porsche
BR5012,DLR6963,Porsche-M91,17282877,8,DT01109,12,4,2017,Tesla Dealers,Jaguar Land Rover,Tesla
BR1879,DLR8947,Hyundai-M111,15015629,3,DT01110,12,11,2018,Lexus Motors,AC Cars Motors,Volvo
BR1865,DLR8819,Renault-M470,14714816,1,DT01111,6,6,2019,Saab Motors,Infinity Motors,Land Rover
BR3906,DLR3967,Land Rover-M301,19498414,6,DT01112,6,6,2018,Lexus Motors,Infinity Motors,Porsche
BR6373,DLR1242,Cadillac-M238,19260918,7,DT01113,15,3,2017,Lexus Motors,Subaru Motors,Jaguar
BR4158,DLR5408,Land Rover-M454,5953422,7,DT01114,30,3,2017,Subaru Motors,Lexus Motors,Jaguar
BR7985,DLR4606,Tesla-M378,6020214,1,DT01115,15,3,2019,Subaru Motors,Deccan Motors,Land Rover
BR6494,DLR5799,Volvo-M112,9057649,4,DT01116,14,11,2017,Jaguar Land Rover,Messerschmitt Motors,Tesla
BR9210,DLR1315,Tesla-M105,9020739,7,DT01117,11,8,2018,Lexus Motors,Deccan Motors,Honda
BR0243,DLR2383,Tata-M360,17828641,3,DT01118,18,4,2017,Wiesmann Motors,Saab Motors,Hyundai
BR2857,DLR2680,BMW-M309,8645458,9,DT01119,29,10,2020,Infinity Motors,Infinity Motors,Cadillac
BR9026,DLR3737,Honda-M37,7318571,7,DT01120,15,7,2020,Jaguar Land Rover,Messerschmitt Motors,Jaguar
BR2174,DLR1147,Tesla-M178,18393641,5,DT01121,23,1,2019,Jaguar Land Rover,Subaru Motors,Tata
BR1558,DLR8161,Volvo-M4,16673434,4,DT01122,18,12,2018,Porsche Center,Porsche Center,Land Rover
BR2088,DLR6966,Renault-M237,13232066,9,DT01123,31,9,2020,Infinity Motors,Saab Motors,BMW
BR9659,DLR5960,Infinity-M209,7210494,5,DT01124,29,8,2017,Wiesmann Motors,Tesla Dealers,Renault
BR1968,DLR1446,Tesla-M411,12986513,5,DT01125,8,2,2020,Saab Motors,Messerschmitt Motors,Tata
BR9935,DLR9661,Cadillac-M258,16846580,6,DT01126,1,10,2017,Wiesmann Motors,Wiesmann Motors,Volvo
BR7745,DLR3388,Hyundai-M436,19999125,2,DT01127,5,5,2019,Deccan Motors,Infinity Motors,Cadillac
BR4564,DLR8474,Tesla-M307,15003539,4,DT01128,9,12,2019,Deccan Motors,Infinity Motors,BMW
BR1237,DLR0593,Tata-M443,13696431,8,DT01129,4,12,2018,Subaru Motors,Lexus Motors,Infinity
BR0216,DLR2587,Tesla-M205,8907141,3,DT01130,5,11,2019,Saab Motors,AC Cars Motors,Infinity
BR4210,DLR5348,BMW-M232,19604525,6,DT01131,1,8,2020,Volvo Cars,Tesla Dealers,Cadillac
BR9110,DLR3458,Renault-M468,18686538,4,DT01132,15,10,2017,Infinity Motors,Messerschmitt Motors,Land Rover
BR8126,DLR4256,Cadillac-M123,8497621,8,DT01133,17,8,2018,Lexus Motors,Wiesmann Motors,Infinity
BR0872,DLR7531,Hyundai-M60,12298386,4,DT01134,13,10,2018,Infinity Motors,Saab Motors,Land Rover
BR9142,DLR7038,Infinity-M500,8095787,1,DT01135,10,7,2019,AC Cars Motors,Tesla Dealers,Cadillac
BR2680,DLR2039,Tata-M146,10236370,2,DT01136,23,5,2018,Saab Motors,Infinity Motors,Honda
BR2921,DLR2201,Infinity-M423,14652177,7,DT01137,17,6,2018,Tesla Dealers,Volvo Cars,BMW
BR0285,DLR9785,Volvo-M2,13771434,8,DT01138,5,7,2017,Infinity Motors,Lexus Motors,Land Rover
BR5844,DLR8966,Cadillac-M145,8598534,5,DT01139,25,6,2019,Saab Motors,Lexus Motors,Cadillac
BR6994,DLR1116,Infinity-M98,7526490,3,DT01140,15,1,2018,Saab Motors,Lexus Motors,Jaguar
BR9166,DLR6392,Honda-M478,6895696,10,DT01141,8,12,2018,Lexus Motors,Wiesmann Motors,Renault
BR0842,DLR4152,BMW-M452,7768357,10,DT01142,2,5,2018,Messerschmitt Motors,Messerschmitt Motors,BMW
BR0174,DLR4534,Cadillac-M375,6636233,9,DT01143,25,5,2017,Messerschmitt Motors,Lexus Motors,Porsche
BR6711,DLR2554,Porsche-M422,19214962,7,DT01144,30,1,2020,Tesla Dealers,Wiesmann Motors,Land Rover
BR3513,DLR4154,Tesla-M175,6416776,6,DT01145,14,4,2017,Subaru Motors,Tesla Dealers,Infinity
BR6225,DLR4418,Tesla-M469,10831162,9,DT01146,7,5,2019,Tesla Dealers,Jaguar Land Rover,Tata
BR1922,DLR8400,Cadillac-M247,17503284,4,DT01147,15,12,2019,Lexus Motors,Tesla Dealers,Land Rover
BR1037,DLR8965,Honda-M480,15405675,7,DT01148,5,11,2020,Saab Motors,Saab Motors,Land Rover
BR4020,DLR5470,Honda-M22,12893110,1,DT01149,7,12,2018,Volvo Cars,Volvo Cars,Porsche
BR8943,DLR9163,Renault-M490,17661616,3,DT01150,25,2,2017,Tesla Dealers,Saab Motors,Honda
BR6058,DLR8120,Honda-M258,7832062,8,DT01151,23,10,2018,AC Cars Motors,Wiesmann Motors,Tesla
BR6113,DLR0251,Volvo-M117,8786088,4,DT01152,17,8,2020,Wiesmann Motors,Porsche Center,Hyundai
BR9436,DLR1564,Tesla-M497,15913592,2,DT01153,7,3,2019,Subaru Motors,Tesla Dealers,BMW
BR0157,DLR6133,Jaguar-M46,12345919,10,DT01154,28,1,2020,Wiesmann Motors,Volvo Cars,Land Rover
BR2514,DLR1921,Honda-M104,5926211,9,DT01155,4,2,2018,Volvo Cars,Volvo Cars,Jaguar
BR4902,DLR2502,Porsche-M175,10817480,7,DT01156,5,1,2018,Jaguar Land Rover,Subaru Motors,BMW
BR9400,DLR0710,Jaguar-M354,9014407,6,DT01157,9,12,2017,Infinity Motors,Porsche Center,Land Rover
BR0032,DLR4616,Land Rover-M368,12523395,7,DT01158,15,11,2019,Porsche Center,Wiesmann Motors,Hyundai
BR4748,DLR4419,Tesla-M12,7635991,2,DT01159,8,1,2017,Lexus Motors,Messerschmitt Motors,Volvo
BR1432,DLR7769,Tata-M235,13677763,7,DT01160,21,2,2018,Deccan Motors,Porsche Center,Honda
BR6980,DLR5226,Infinity-M19,7149458,1,DT01161,29,9,2018,Saab Motors,Porsche Center,Honda
BR1942,DLR9922,Jaguar-M426,16382410,8,DT01162,9,4,2020,Tesla Dealers,Saab Motors,BMW
BR4343,DLR4758,Volvo-M272,17494992,9,DT01163,4,12,2017,Deccan Motors,AC Cars Motors,Renault
BR7062,DLR0296,Hyundai-M324,5658543,6,DT01164,11,9,2017,Lexus Motors,Wiesmann Motors,Infinity
BR8683,DLR1876,Cadillac-M98,8325628,9,DT01165,15,2,2018,Wiesmann Motors,Wiesmann Motors,Land Rover
BR3767,DLR8005,Jaguar-M114,15778053,7,DT01166,29,8,2017,Porsche Center,Lexus Motors,Land Rover
BR4777,DLR7184,Tata-M214,15639109,10,DT01167,24,3,2017,Subaru Motors,Tesla Dealers,Tesla
BR1851,DLR0135,Tata-M21,11780455,1,DT01168,3,12,2018,Tesla Dealers,Messerschmitt Motors,Renault
BR6077,DLR3343,Tata-M73,10013904,6,DT01169,31,12,2017,Porsche Center,Messerschmitt Motors,Renault
BR8704,DLR1017,Land Rover-M369,8619165,1,DT01170,3,3,2018,Porsche Center,Tesla Dealers,Tata
BR0558,DLR4369,Cadillac-M233,12308775,2,DT01171,13,9,2017,Volvo Cars,Messerschmitt Motors,Land Rover
BR9899,DLR0680,Land Rover-M476,9291971,10,DT01172,11,10,2018,Wiesmann Motors,Wiesmann Motors,Honda
BR1005,DLR4690,BMW-M280,6218121,9,DT01173,9,5,2017,Messerschmitt Motors,Lexus Motors,Porsche
BR2501,DLR9858,Honda-M125,11161116,3,DT01174,5,2,2018,Deccan Motors,Volvo Cars,Renault
BR1806,DLR1675,Cadillac-M237,14214158,4,DT01175,31,10,2018,Lexus Motors,Jaguar Land Rover,Tesla
BR8050,DLR9823,Infinity-M7,12908417,2,DT01176,13,1,2017,Wiesmann Motors,Lexus Motors,Land Rover
BR2450,DLR5693,Cadillac-M357,6611084,9,DT01177,14,3,2019,Jaguar Land Rover,Infinity Motors,Hyundai
BR8167,DLR7746,Land Rover-M59,7213951,6,DT01178,10,7,2018,Volvo Cars,Infinity Motors,Land Rover
BR6739,DLR0573,BMW-M415,18236028,5,DT01179,15,11,2019,Lexus Motors,Porsche Center,Tata
BR5737,DLR5881,Tata-M349,8888581,1,DT01180,6,12,2018,Saab Motors,Tesla Dealers,Honda
BR3129,DLR7252,Honda-M148,18858394,10,DT01181,9,10,2017,Messerschmitt Motors,Saab Motors,BMW
BR8356,DLR6120,Renault-M63,18745982,5,DT01182,30,10,2018,Wiesmann Motors,AC Cars Motors,Honda
BR6091,DLR4565,Tesla-M70,18918769,3,DT01183,6,3,2017,Infinity Motors,Porsche Center,Tata
BR5061,DLR0179,BMW-M436,12071651,5,DT01184,28,2,2017,Subaru Motors,Deccan Motors,Jaguar
BR1068,DLR5075,Tata-M402,12381574,10,DT01185,29,6,2020,Tesla Dealers,Lexus Motors,Volvo
BR8566,DLR2667,Infinity-M217,19290157,6,DT01186,7,11,2018,Lexus Motors,Messerschmitt Motors,Porsche
BR0790,DLR5726,Tata-M191,17996806,4,DT01187,6,4,2018,Deccan Motors,Infinity Motors,Tata
BR7031,DLR6685,Honda-M480,7315942,8,DT01188,18,10,2019,Tesla Dealers,Infinity Motors,Volvo
BR6854,DLR5885,Tata-M457,13702645,2,DT01189,16,8,2018,Jaguar Land Rover,Jaguar Land Rover,Porsche
BR2629,DLR6800,Porsche-M125,19261165,6,DT01190,2,5,2017,AC Cars Motors,Messerschmitt Motors,Porsche
BR9999,DLR3706,Renault-M360,5280203,7,DT01191,9,4,2017,AC Cars Motors,Lexus Motors,Renault
BR9805,DLR4017,Cadillac-M230,6600304,10,DT01192,24,10,2020,Lexus Motors,Infinity Motors,Tata
BR8001,DLR5617,Land Rover-M60,18332245,2,DT01193,21,8,2019,Tesla Dealers,Lexus Motors,BMW
BR8157,DLR3965,Hyundai-M453,7532501,8,DT01194,10,12,2017,Infinity Motors,Porsche Center,Tesla
BR6654,DLR3990,Tesla-M46,18860711,4,DT01195,7,9,2019,Subaru Motors,Subaru Motors,Tesla
BR4429,DLR3636,Hyundai-M443,11681641,8,DT01196,7,2,2019,Porsche Center,Wiesmann Motors,Land Rover
BR6097,DLR3833,Honda-M190,6643174,2,DT01197,6,6,2017,Messerschmitt Motors,Lexus Motors,Infinity
BR4346,DLR2733,Volvo-M300,16626460,6,DT01198,1,6,2019,Jaguar Land Rover,Tesla Dealers,Porsche
BR7525,DLR2333,Jaguar-M116,12174957,7,DT01199,7,9,2020,Tesla Dealers,Infinity Motors,Cadillac
BR7590,DLR1155,Infinity-M500,18883014,7,DT01200,4,1,2020,Tesla Dealers,Jaguar Land Rover,Tata
BR2747,DLR0402,Tesla-M87,8672209,2,DT01201,12,2,2019,Jaguar Land Rover,Tesla Dealers,Infinity
BR1116,DLR2470,Porsche-M365,17929229,3,DT01202,28,3,2018,Lexus Motors,Wiesmann Motors,Tesla
BR3403,DLR0268,Tata-M24,17939518,5,DT01203,23,7,2020,Wiesmann Motors,Messerschmitt Motors,Renault
BR6658,DLR8592,Jaguar-M60,11744495,6,DT01204,1,8,2020,Wiesmann Motors,Jaguar Land Rover,Cadillac
BR9583,DLR1150,Land Rover-M49,8271107,10,DT01205,29,4,2018,Deccan Motors,Lexus Motors,Infinity
BR7832,DLR0558,Tata-M3,16522996,7,DT01206,3,6,2020,Jaguar Land Rover,Infinity Motors,Renault
BR2014,DLR1538,Hyundai-M390,17828666,7,DT01207,7,12,2018,Messerschmitt Motors,Lexus Motors,Tata
BR9431,DLR9203,Jaguar-M130,6147278,4,DT01208,28,11,2018,Lexus Motors,Jaguar Land Rover,Honda
BR7502,DLR9518,Volvo-M183,17265527,6,DT01209,19,10,2019,Infinity Motors,Jaguar Land Rover,Porsche
BR8119,DLR9862,Tesla-M160,18682908,6,DT01210,15,4,2018,Messerschmitt Motors,Subaru Motors,Land Rover
BR2181,DLR5085,Infinity-M273,8224661,8,DT01211,2,1,2017,Messerschmitt Motors,Deccan Motors,BMW
BR6254,DLR6485,Cadillac-M345,10898564,8,DT01212,25,1,2020,Porsche Center,Wiesmann Motors,Porsche
BR4441,DLR9899,Honda-M443,19072474,10,DT01213,21,11,2019,Wiesmann Motors,Lexus Motors,BMW
BR1480,DLR3323,Jaguar-M299,9194079,3,DT01214,7,1,2020,Jaguar Land Rover,Deccan Motors,Tata
BR6456,DLR4233,Tesla-M479,6441614,1,DT01215,6,1,2020,Porsche Center,Subaru Motors,Hyundai
BR9159,DLR3662,BMW-M500,13883433,9,DT01216,15,5,2019,Deccan Motors,Saab Motors,Tesla
BR8960,DLR3975,Honda-M42,12800648,8,DT01217,4,5,2017,Infinity Motors,Lexus Motors,Land Rover
BR5500,DLR8854,Tesla-M386,9700538,4,DT01218,23,12,2020,Messerschmitt Motors,AC Cars Motors,Tesla
BR5870,DLR0338,Honda-M452,15091126,8,DT01219,22,10,2019,Wiesmann Motors,Tesla Dealers,Cadillac
BR9012,DLR4453,Land Rover-M368,17273844,6,DT01220,15,10,2019,Subaru Motors,Jaguar Land Rover,Land Rover
BR8593,DLR9278,Honda-M154,10356867,8,DT01221,29,3,2020,Messerschmitt Motors,Lexus Motors,BMW
BR6320,DLR6013,Cadillac-M17,15452204,10,DT01222,30,10,2020,Deccan Motors,Saab Motors,Tata
BR3094,DLR9747,Tesla-M358,11836563,6,DT01223,7,9,2019,Infinity Motors,Lexus Motors,Renault
BR9757,DLR6501,Land Rover-M96,7621835,9,DT01224,11,6,2017,Volvo Cars,Tesla Dealers,Infinity
BR2806,DLR4733,Volvo-M304,17979887,8,DT01225,2,4,2019,Volvo Cars,Saab Motors,Porsche
BR2444,DLR6431,Land Rover-M465,5035315,9,DT01226,7,3,2018,Lexus Motors,Messerschmitt Motors,Jaguar
